"","Animal ID","SampleNumber","SetName","SampleType","replicate","Species","Collection Date","SampleWt","Dry_wt Format","Lipid format","CB103 Recovery Format","HCB Conc Format","aHCH Conc Format","bHCH Conc Format","lindane Conc Format","achlor Conc Format","cnona Conc Format","bchlor Conc Format","hept Conc Format","HPE Conc Format","nona3 Conc Format","oxychlor Conc Format","tnona Conc Format","aldrin Conc Format","diel Conc Format","mirex Conc Format","eslf1 Conc Format","cb17 Conc Format","cb18 Conc Format","cb28 Conc Format","cb31 Conc Format","cb33 Conc Format","cb44 Conc Format","cb49 Conc Format","cb52 Conc Format","cb66 Conc Format","cb70 Conc Format","cb74 Conc Format","cb82 Conc Format","cb87 Conc Format","cb95 Conc Format","cb99 Conc Format","cb101 Conc Format","cb105 Conc Format","cb110 Conc Format","cb118 Conc Format","cb128 Conc Format","cb138 Conc Format","cb149 Conc Format","cb151 Conc Format","cb153 Conc Format","cb156 Conc Format","cb158 Conc Format","cb170 Conc Format","cb171 Conc Format","cb177 Conc Format","cb180 Conc Format","cb183 Conc Format","cb187 Conc Format","cb191 Conc Format","cb194 Conc Format","cb195 Conc Format","cb199 Conc Format","cb205 Conc Format","cb206 Conc Format","cb208 Conc Format","cb209 Conc Format","opDDD Conc Format","opdde Conc Format","opDDT Conc Format","ppDDD Conc Format","ppDDE Conc Format","ppDDT Conc Format","Sum CHLDs Conc Format","Sum DDTs Conc Format","Sum HCHs Conc Format","Sum40CBs Conc Format","Total PCBs Conc Format","BDE28 conc format","BDE47 conc format","BDE49 conc format","BDE66 conc format","BDE85 conc format","BDE99 conc format","BDE100 conc format","Br5DE04 conc format","Br5DE05 conc format","BDE153 conc format","BDE154 conc format","Br6DE01 conc format","BDE155 conc format","BDE183 conc format","Br7DE01 conc format","SumBDE conc format","SampleFlag","SampleNote","Task_number","LabStartDate","InstDateCH","NOAA_Set Name","NOAA_SampleNumber","NOAA_Sample Category","NOAA_Sample Type","NOAA_replicate","NOAA_Species Common name","NOAA_Date collected","NOAA_Sample Weight SI","NOAA_Weight % C MS","NOAA_Weight % N MS","NOAA_C_N_RatioMS","NOAA_delta 13C_LipExt","NOAA_delta 15N_LipExt","NOAA_Sample Flag","NOAA_Note","UW_IsoLab ID","UW_Analysis Date","UW_Project","UW_Analysis #","UW_Amount (mg)","UW_Comments","UW_PeakArea N (Vs)","UW_Percent N","UW_Percent N Accuracy","UW_Percent N Precision","UW_Delta N_NotExt","UW_d15N Accuracy","UW_d15N Precision","UW_PeakArea C (Vs)","UW_Percent C","UW_Percent C Accuracy","UW_Percent C Precision","UW_Delta C_NotExt","UW_d13C Accuracy","UW_d13C Precision"
"148",NA,"119-3864","PS3492","Method Blank",NA,NA,NA,2.006,NA,0,99,"< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< LOQ","< LOQ","< LOQ","< LOQ","< LOQ","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< LOQ",NA,NA,"PS16BlkChnA",2017-04-25,2017-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","16MA82-TM4431A","119-3867","PS3493","Tissue - muscle",NA,"Blackmouth chinook",2016-11-05,2.298,31.399157697707,11.3306479706853,115,"1.3","0.44","0.52","< 0.13","0.52","0.36","< 0.13","< 0.13","0.19","0.82","0.24","0.82","< 0.13","0.79","< 0.13","< 0.13","< 0.13","0.3","0.53","0.48","0.19","0.63","0.75","1.4","0.61","0.86","0.42","0.18","0.55000000000000004","2","2","3.4","0.82","2.2999999999999998","2.1","0.9","5","3.4","1","6.5","0.3","0.37","0.74","0.31","0.76","1.9","0.83","2.6","< 0.13","0.15","< 0.13","0.67","< 0.13","< 0.13","< 0.13","< 0.13","0.18","< 0.13","< 0.13","0.86","5.4","0.28999999999999998","2.9","6.8","0.96","45","58","0.18","4.8","1","0.15","< 0.13","1.9","0.83","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","8.9",NA,NA,"PS16BlkChnA",2017-05-02,2017-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,20170503,"2016 Blackmouth",86331,0.523,NA,113.05,8.6604,-0.37133,0.70807,15.4871,-0.050682,0.19503,141.001,58.6242,-0.58982,2.698,-19.7129,0.05239,0.085674
"100","16MA82-TM4435A","119-3868","PS3493","Tissue - muscle",NA,"Blackmouth chinook",2016-11-05,2.199,35.90148405431,17.5037525855438,113,"1.3","0.63","0.69","< 0.14","0.52","0.41","0.16","< 0.14","0.21","0.88","0.22","0.88","< 0.14","0.86","< 0.14","< 0.14","< 0.14","0.3","0.52","0.5","0.18","0.67","0.91","1.6","0.54","0.9","0.48","< 0.14","0.64","2","2.2999999999999998","3.8","0.92","2.2999999999999998","2.4","0.92","5.3","2.8","1","7","0.32","0.42","0.72","0.31","0.71","1.8","0.91","2.6","< 0.14","0.21","< 0.14","0.46","< 0.14","< 0.14","< 0.14","< 0.14","0.19","< 0.14","< 0.14","0.95","5.0999999999999996","0.39","3.3","6.6","1.3","47","61","0.23","6.2","1.1000000000000001","0.15","< 0.14","1.3","0.96","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","10",NA,NA,"PS16BlkChnA",2017-05-02,2017-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,20170503,"2016 Blackmouth",86332,0.517,NA,96.864,7.5706,-0.37133,0.70807,15.6996,-0.050682,0.19503,140.254,59.003,-0.58982,2.698,-20.477,0.05239,0.085674
"101","16MA82-TM4437A","119-3869","PS3493","Tissue - muscle",NA,"Blackmouth chinook",2016-11-05,2.208,35.6229143492769,15.4839002418561,113,"1.3","0.56000000000000005","0.62","< 0.13","0.46","0.43","< 0.13","< 0.13","0.2","0.92","0.31","0.92","< 0.13","0.9","< 0.13","< 0.13","< 0.13","0.32","0.52","0.49","0.19","0.65","0.79","1.5","0.63","0.86","0.46","0.21","0.65","2.1","2.5","3.9","0.97","2.7","2.5","1.2","6.2","3.7","1.2","7.9","0.38","0.48","0.94","0.4","0.86","2.2000000000000002","1.1000000000000001","3.3","< 0.13","0.24","< 0.13","1","< 0.13","0.16","< 0.13","< 0.13","0.14000000000000001","< 0.13","< 0.13","0.93","6.1","0.32","3.2","7.5","1.2","53","68","0.22","6.8","1.4","0.16","< 0.13","2.4","1.2","< 0.13","< 0.13","< 0.13","0.18","< 0.13","< 0.13","< 0.13","< 0.13","12",NA,NA,"PS16BlkChnA",2017-05-02,2017-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,20170503,"2016 Blackmouth",86333,0.453,NA,102.191,9.0873,-0.37133,0.70807,15.716,-0.050682,0.19503,124.533,60.0951,-0.58982,2.698,-20.1449,0.05239,0.085674
"102","16MA82-TM4438A","119-3870","PS3493","Tissue - muscle",NA,"Blackmouth chinook",2016-11-05,2.008,30.8336618052818,11.0116231232585,118,"0.97","0.39","0.43","< 0.097","0.43","0.46","0.11","< 0.097","0.13","0.95","0.21","0.95","< 0.097","0.95","< 0.098","< 0.098","0.11","0.31","0.5","0.43","0.2","0.71","0.86","1.6","0.72","0.94","0.51","0.21","0.75","2.2999999999999998","2.9","4.5999999999999996","1.1000000000000001","3.2","2.8","1.3","7","4.0999999999999996","1.3","8.6999999999999993","0.45","0.56000000000000005","1","0.43","1","2.4","1.2","3.6","< 0.098","0.28000000000000003","0.12","1.7","< 0.098","0.17","< 0.098","< 0.098","0.16","< 0.098","< 0.097","0.98","6.6","0.39","3.3","8.1","0.83","60","76","0.24","7.3","1.1000000000000001","0.19","< 0.098","3.3","1.4","< 0.098","< 0.098","9.9000000000000005E-2","0.18","< 0.098","< 0.098","< 0.098","< 0.098","14",NA,NA,"PS16BlkChnA",2017-05-02,2017-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,20170503,"2016 Blackmouth",86334,0.504,NA,119.851,9.5,-0.37133,0.70807,15.8562,-0.050682,0.19503,130.874,56.6401,-0.58982,2.698,-18.9447,0.05239,0.085674
"104","16MA82-TM9844A","119-3871","PS3493","Tissue - muscle",NA,"Blackmouth chinook",2016-03-19,2.194,26.6227871084884,6.30800073347295,116,"1.2","< 0.12","0.28999999999999998","< 0.13","0.75","0.66","0.32","< 0.13","0.16","1.4","0.27","1.4","< 0.12","0.79","< 0.13","< 0.13","< 0.12","0.3","0.61","0.53","0.19","0.91","1.2","2.1","0.83","1.3","0.62","0.22","0.89","3.3","3.1","6.2","1.5","3.7","4.0999999999999996","1.5","9.6999999999999993","6.5","2","13","0.75","0.72","1.6","0.61","1.6","4.5","2.2999999999999998","6.6","< 0.13","0.73","0.17","1.2","< 0.13","0.32","< 0.13","< 0.13","0.18","< 0.13","< 0.13","1.1000000000000001","6","0.44","5","7.7","0.28999999999999998","86","110","0.31","9.6","0.96","0.27","< 0.13","5.2","2.2999999999999998","< 0.13","< 0.13","0.45","0.45","< 0.13","< 0.13","< 0.13","< 0.13","19",NA,NA,"PS16BlkChnA",2017-05-02,2017-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,20170503,"2016 Blackmouth",86335,0.527,NA,150.097,11.2676,-0.37133,0.70807,15.8278,-0.050682,0.19503,133.436,55.1829,-0.58982,2.698,-17.5326,0.05239,0.085674
"105","16MA82-TM9849A","119-3872","PS3493","Tissue - muscle",NA,"Blackmouth chinook",2016-03-19,2.362,23.2522796352583,3.03692826725226,115,"0.84","< 0.092","0.14000000000000001","< 0.094","0.46","0.37","0.13","< 0.094","9.7000000000000003E-2","0.77","0.2","0.77","< 0.093","0.59","< 0.094","< 0.094","< 0.093","0.22","0.5","0.45","0.15","0.68","0.83","1.6","0.6","0.9","0.44","0.17","0.61","2.1","2.1","3.6","0.86","2.7","2.2000000000000002","1","5","3.1","1","6.5","0.34","0.4","0.84","0.35","0.84","2","1.1000000000000001","3","< 0.094","0.3","9.7000000000000003E-2","0.56999999999999995","< 0.094","0.13","< 0.094","< 0.094","0.14000000000000001","< 0.094","< 0.094","0.89","4.5999999999999996","0.39","2.8","6","0.14000000000000001","47","61","0.22","6.2","1.4","0.18","< 0.094","2.2999999999999998","1","< 0.094","< 0.094","< 0.093","0.2","< 0.094","< 0.094","< 0.094","< 0.094","12",NA,NA,"PS16BlkChnA",2017-05-02,2017-05-10,"ST3507","130-24908A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-03-19,0.304999999999999,46.4824044982518,13.923284776969,3.33846540114871,-16.4022713558703,15.7296772527908,NA,NA,356,20170503,"2016 Blackmouth",86336,0.526,NA,175.906,13.1546,-0.37133,0.70807,15.793,-0.050682,0.19503,123.434,51.3188,-0.58982,2.698,-16.5847,0.05239,0.085674
"106","16MA82-TM9849A","119-3872","PS3493","Tissue - muscle",NA,"Blackmouth chinook",2016-03-19,2.362,23.2522796352583,3.03692826725226,115,"0.84","< 0.092","0.14000000000000001","< 0.094","0.46","0.37","0.13","< 0.094","9.7000000000000003E-2","0.77","0.2","0.77","< 0.093","0.59","< 0.094","< 0.094","< 0.093","0.22","0.5","0.45","0.15","0.68","0.83","1.6","0.6","0.9","0.44","0.17","0.61","2.1","2.1","3.6","0.86","2.7","2.2000000000000002","1","5","3.1","1","6.5","0.34","0.4","0.84","0.35","0.84","2","1.1000000000000001","3","< 0.094","0.3","9.7000000000000003E-2","0.56999999999999995","< 0.094","0.13","< 0.094","< 0.094","0.14000000000000001","< 0.094","< 0.094","0.89","4.5999999999999996","0.39","2.8","6","0.14000000000000001","47","61","0.22","6.2","1.4","0.18","< 0.094","2.2999999999999998","1","< 0.094","< 0.094","< 0.093","0.2","< 0.094","< 0.094","< 0.094","< 0.094","12",NA,NA,"PS16BlkChnA",2017-05-02,2017-05-10,"ST3507","130-24908B","Fish","Tissue - muscle",NA,"Chinook salmon",2016-03-19,0.229,46.5497758855139,13.9187554047826,3.34439211924931,-15.8487013878433,15.9043085841608,NA,NA,356,20170503,"2016 Blackmouth",86336,0.526,NA,175.906,13.1546,-0.37133,0.70807,15.793,-0.050682,0.19503,123.434,51.3188,-0.58982,2.698,-16.5847,0.05239,0.085674
"107","16MA82-TM9850A","119-3873","PS3493","Tissue - muscle",NA,"Blackmouth chinook",2016-03-19,2.089,22.621059958238,1.65990106482389,109,"0.6","< 0.19","< 0.19","< 0.19","0.34","0.28000000000000003","< 0.19","< 0.19","< 0.19","0.65","0.34","0.65","< 0.19","0.37","< 0.19","< 0.19","< 0.19","0.21","0.43","0.37","< 0.19","0.55000000000000004","0.67","1.2","0.54","0.74","0.36","< 0.19","0.49","1.8","1.9","3.1","0.72","1.9","1.8","0.68","4.5999999999999996","2.9","0.94","6.1","0.23","0.33","0.64","0.27","0.68","1.6","0.73","2.2000000000000002","< 0.19","< 0.19","< 0.19","0.91","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","0.66","3.6","0.28000000000000003","2.2999999999999998","4.5","< LOQ","40","51","< 0.19","4.0999999999999996","0.77","< 0.19","< 0.19","1.9","0.85","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","7.6",NA,NA,"PS16BlkChnA",2017-05-02,2017-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,20170503,"2016 Blackmouth",86337,0.517,NA,175.722,13.37,-0.37133,0.70807,15.8781,-0.050682,0.19503,117.541,49.8329,-0.58982,2.698,-16.0507,0.05239,0.085674
"108","16MA82-TM9851A","119-3874","PS3493","Tissue - muscle",NA,"Blackmouth chinook",2016-03-19,2.002,22.0043572984749,0.93181037133582,110,"0.27","< 0.15","< 0.15","< 0.15","< 0.15","0.17","< 0.15","< 0.15","< 0.15","0.36","0.19","0.36","< 0.15","0.15","< 0.15","< 0.15","< 0.15","0.16","0.25","0.25","< 0.15","0.25","0.31","0.55000000000000004","0.27","0.37","0.18","< 0.15","0.27","0.8","1.1000000000000001","1.7","0.49","1.5","1.3","0.8","3.3","1.8","0.59","4.0999999999999996","0.24","0.25","0.56000000000000005","0.24","0.62","1.4","0.81","2.2999999999999998","< 0.15","0.24","< 0.15","0.92","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","0.33","2.7","0.17","1.1000000000000001","3.2","< LOQ","28","36","< 0.15","4.0999999999999996","0.74","< 0.15","< 0.15","2.9","0.77","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","8.5",NA,NA,"PS16BlkChnA",2017-05-02,2017-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,20170503,"2016 Blackmouth",86341,0.561,NA,198.129,13.84,-0.37133,0.70807,15.9283,-0.050682,0.19503,126.301,49.1838,-0.58982,2.698,-15.9114,0.05239,0.085674
"109","16MA82-TM9852A","119-3875","PS3493","Tissue - muscle",NA,"Blackmouth chinook",2016-03-19,2.103,27.7367424242424,7.98699795320153,111,"1.4","< 0.16","0.35","< 0.16","0.65","0.56999999999999995","0.23","< 0.16","0.19","1.2","0.35","1.2","< 0.16","1.1000000000000001","< 0.16","< 0.16","< 0.16","0.3","0.67","0.64","0.19","0.84","1.2","2.1","0.72","1.2","0.62","0.17","0.79","2.6","3.1","5.2","1.3","3.4","3.3","1.4","7.9","4.2","1.5","10","0.5","0.62","1.1000000000000001","0.5","1.2","2.9","1.6","4.5","< 0.17","0.33","< 0.17","0.97","< 0.16","0.21","< 0.17","< 0.16","0.28000000000000003","< 0.17","< 0.16","1.2","6.9","0.6","4.4000000000000004","9","0.35","68","89","0.26","8.1999999999999993","1.6","0.18","< 0.16","2.4","1.4","< 0.16","< 0.16","< 0.16","0.19","< 0.16","< 0.17","< 0.17","< 0.17","14",NA,NA,"PS16BlkChnA",2017-05-02,2017-05-10,"ST3507","130-24909A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-03-19,0.241999999999999,46.896027648631,14.1711660606171,3.30925679990153,-15.7221435068459,16.0150747429155,NA,NA,359,20170503,"2016 Blackmouth",86342,0.618,NA,169.443,10.7987,-0.37133,0.70807,16.2188,-0.050682,0.19503,161.691,56.6006,-0.58982,2.698,-17.792,0.05239,0.085674
"110","16MA82-TM9855A","119-3876","PS3493","Tissue - muscle",NA,"Blackmouth chinook",2016-03-19,2.19,29.9101638189184,9.63171134733969,112,"1.6","0.39","0.44","< 0.090","0.77","0.64","0.24","< 0.090","0.27","1.3","0.31","1.3","< 0.090","1.2","< 0.090","< 0.090","0.13","0.4","0.75","0.62","0.24","1.1000000000000001","1.4","2.6","1","1.3","0.68","0.32","0.93","3.5","3.9","5.9","1.5","4.0999999999999996","3.5","1.3","8.1999999999999993","5.3","1.7","10","0.47","0.68","1.2","0.5","1.1000000000000001","2.7","1.2","3.6","< 0.091","0.41","0.11","0.65","< 0.090","0.17","< 0.091","< 0.090","0.22","< 0.091","9.8000000000000004E-2","1.4","8","0.56999999999999995","4.8","10","0.83","74","94","0.37","7.6","1.5","0.25","< 0.090","2.8","1.4","< 0.090","< 0.090","0.12","0.2","< 0.090","< 0.091","< 0.091","< 0.091","14",NA,NA,"PS16BlkChnA",2017-05-02,2017-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,20170503,"2016 Blackmouth",86343,0.638,NA,163.177,10.0867,-0.37133,0.70807,15.9141,-0.050682,0.19503,171.195,57.9356,-0.58982,2.698,-18.6066,0.05239,0.085674
"111","16MA82-TM9857A","119-3877","PS3493","Tissue - muscle",NA,"Blackmouth chinook",2016-03-19,2.062,19.9681259960626,1.06860970663128,109,"0.34","< 0.13","< 0.13","< 0.13","0.16","0.16","< 0.13","< 0.13","< 0.13","0.35","< 0.13","0.35","< 0.13","0.18","< 0.13","< 0.13","< 0.13","0.16","0.28000000000000003","0.27","< 0.13","0.3","0.36","0.64","0.3","0.42","0.2","< 0.13","0.27","0.86","1","1.7","0.44","1.3","1.1000000000000001","0.6","2.7","1.6","0.52","3.4","0.17","0.2","0.4","0.18","0.42","0.98","0.56999999999999995","1.6","< 0.13","< 0.13","< 0.13","0.35","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","0.36","2.7","0.15","1","3.2","< LOQ","23","30","< 0.13","2.9","0.64","< 0.13","< 0.13","1.1000000000000001","0.53","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","5.0999999999999996",NA,NA,"PS16BlkChnA",2017-05-02,2017-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,20170503,"2016 Blackmouth",86344,0.448,NA,152.323,13.4434,-0.37133,0.70807,15.3935,-0.050682,0.19503,101.095,49.8455,-0.58982,2.698,-16.6009,0.05239,0.085674
"112","16MA82-TM9858A","119-3878","PS3493","Tissue - muscle",NA,"Blackmouth chinook",2016-03-19,2.178,23.6806218464475,3.76536894817245,119,"0.87","< 0.063","0.15","< 0.064","0.38","0.33","0.12","< 0.064","0.1","0.72","0.18","0.72","< 0.064","0.56000000000000005","< 0.064","< 0.064","0.09","0.25","0.45","0.42","0.16","0.56000000000000005","0.76","1.3","0.43","0.71","0.38","0.12","0.47","1.6","1.7","2.8","0.66","1.8","1.6","0.56000000000000005","3.7","2","0.71","4.9000000000000004","0.2","0.28999999999999998","0.52","0.22","0.5","1.2","0.6","1.7","< 0.064","0.19","< 0.064","0.38","< 0.064","8.5000000000000006E-2","< 0.064","< 0.064","0.16","< 0.064","8.4000000000000005E-2","0.8","4.2","0.37","2.5","5.6","0.15","34","44","0.17","3.5","0.7","9.6000000000000002E-2","< 0.064","0.9","0.63","< 0.064","< 0.064","< 0.064","0.08","< 0.064","< 0.064","< 0.064","< 0.064","6.1",NA,NA,"PS16BlkChnA",2017-05-02,2017-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,20170503,"2016 Blackmouth",86345,0.6,NA,191.913,12.5465,-0.37133,0.70807,16.0141,-0.050682,0.19503,143.561,51.9914,-0.58982,2.698,-16.8936,0.05239,0.085674
"113","16MA82-TM9859A","119-3879","PS3493","Tissue - muscle",NA,"Blackmouth chinook",2016-03-19,2.068,22.6617762640817,2.19761097592258,110,"0.62","< 0.12","< 0.12","< 0.12","0.34","0.34","< 0.12","< 0.12","< 0.12","0.74","0.16","0.74","< 0.12","0.45","< 0.12","< 0.12","< 0.12","0.26","0.44","0.41","0.16","0.62","0.83","1.5","0.53","0.89","0.45","0.16","0.65","2.2000000000000002","2.2999999999999998","4.2","1.1000000000000001","2.8","2.8","1.3","6.9","4.0999999999999996","1.4","9.4","0.54","0.54","1.4","0.53","1.3","3.5","1.8","5.0999999999999996","< 0.12","0.56999999999999995","0.15","0.67","< 0.12","0.34","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","0.72","3.7","0.3","2.2999999999999998","4.7","< LOQ","62","82","0.19","6.6","1.2","0.19","< 0.12","3.4","1.3","< 0.12","< 0.12","0.13","0.28000000000000003","< 0.12","< 0.12","< 0.12","< 0.12","13",NA,NA,"PS16BlkChnA",2017-05-02,2017-05-10,"ST3507","130-24910A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-03-19,0.229,45.8458978820791,14.0865558081959,3.25458532989339,-15.2999618732895,16.1318282616029,NA,NA,363,20170503,"2016 Blackmouth",86346,0.494,NA,165.66,13.2181,-0.37133,0.70807,16.311,-0.050682,0.19503,114.296,50.7819,-0.58982,2.698,-16.084,0.05239,0.085674
"149",NA,"119-3880","PS3493","SRM 1946",NA,NA,NA,1.353,28.7293519695044,10.0436752334661,123,"6.3","4.9000000000000004","< 0.20","< 0.20","28","69","8.8000000000000007","< 0.20","6.5","100","18","100","< 0.20","28","8.4","< 0.20","0.2","0.66","2.1","1.7","0.27","4.4000000000000004","3.7","7.8","11","14","5.8","0.33","9.1999999999999993","13","27","36","25","27","47","30","160","31","10","190","14","11","34","11","20","75","28","69","1.8","17","5.7","18","1.4","8.6999999999999993","2.4","1.6","1.1000000000000001","1.3","20","12","350","41","340","420","4.9000000000000004","980","1400","1.2","40","2.6","3.2","< 0.20","39","12","< 0.20","< 0.20","4.5","7.7","< 0.20","0.83","< 0.20","< 0.20","110",NA,"Dar is pretty sure from HPLC chromatogram that this is SRM1946, not SRM 1947; also dry wts tend to confirm that this is SRM 1946.  JLB 5/11/2017","PS16BlkChnA",2017-05-02,2017-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",NA,"119-3881","PS3493","Method Blank",NA,NA,NA,2.1508,NA,0,110,"< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< LOQ","< LOQ","< LOQ","< LOQ","< LOQ","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< LOQ",NA,NA,"PS16BlkChnA",2017-05-02,2017-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","16MA82-TM9860A","119-3884","PS3494","Tissue - muscle",NA,"Blackmouth chinook",2016-03-19,2.065,27.0691126279863,6.29977974101771,104,"1.6","< 0.14","0.27","< 0.14","0.73","0.52","0.17","< 0.14","0.19","< 0.14","0.32","1.1000000000000001","< 0.14","1.1000000000000001","< 0.14","< 0.14","< 0.14","0.37","0.8","0.77","0.25","1.2","1.3","2.7","1","1.5","0.69","0.34","1","3.6","3.3","5.5","1.3","3.8","3.1","1.2","6.8","4.9000000000000004","1.5","8.9","0.37","0.57999999999999996","0.83","0.39","0.91","2.1","1","3.1","< 0.14","0.22","< 0.14","0.38","< 0.14","< 0.14","< 0.14","< 0.14","0.22","< 0.14","< 0.14","1.4","5.8","0.46","3","7.9","0.27","66","83","0.31","6.4","1.5","0.23","< 0.14","2.4","1.1000000000000001","< 0.14","< 0.14","< 0.14","0.14000000000000001","< 0.14","< 0.14","< 0.14","< 0.14","12",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,20170503,"2016 Blackmouth",86347,0.661,NA,187.532,11.1367,-0.37133,0.70807,16.2296,-0.050682,0.19503,167.895,54.8776,-0.58982,2.698,-17.5911,0.05239,0.085674
"116","16MA82-TM9862A","119-3885","PS3494","Tissue - muscle",NA,"Blackmouth chinook",2016-03-19,2.082,25.0441650213031,5.50979800153924,105,"1.1000000000000001","< 0.13","0.26","< 0.13","0.62","0.51","0.22","< 0.13","0.16","< 0.13","0.27","1.1000000000000001","< 0.13","0.75","< 0.14","< 0.13","< 0.13","0.28000000000000003","0.54","0.57999999999999996","0.17","0.74","1.1000000000000001","1.8","0.69","1","0.53","0.18","0.77","2.2999999999999998","2.8","4.3","1.1000000000000001","2.7","2.8","1.1000000000000001","6.8","3.6","1.3","8.9","0.44","0.56999999999999995","0.95","0.4","0.96","2.4","1.2","3.4","< 0.14","0.3","< 0.14","0.51","< 0.14","0.16","< 0.14","< 0.13","0.31","< 0.14","< 0.13","1.2","6.4","0.57999999999999996","2.9","8.5","0.26","57","75","0.23","6.2","0.85","0.19","< 0.13","2","1.2","< 0.13","< 0.13","< 0.13","0.19","< 0.13","< 0.13","< 0.13","< 0.13","11",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,20170503,"2016 Blackmouth",86352,0.507,NA,145.605,11.3752,-0.37133,0.70807,15.9769,-0.050682,0.19503,128.604,55.3704,-0.58982,2.698,-17.3933,0.05239,0.085674
