"","Animal ID","SampleNumber","SetName","SampleType","replicate","Species","Collection Date","SampleWt","Dry_wt Format","Lipid format","CB103 Recovery Format","HCB Conc Format","aHCH Conc Format","bHCH Conc Format","lindane Conc Format","achlor Conc Format","cnona Conc Format","bchlor Conc Format","hept Conc Format","HPE Conc Format","nona3 Conc Format","oxychlor Conc Format","tnona Conc Format","aldrin Conc Format","diel Conc Format","mirex Conc Format","eslf1 Conc Format","cb17 Conc Format","cb18 Conc Format","cb28 Conc Format","cb31 Conc Format","cb33 Conc Format","cb44 Conc Format","cb49 Conc Format","cb52 Conc Format","cb66 Conc Format","cb70 Conc Format","cb74 Conc Format","cb82 Conc Format","cb87 Conc Format","cb95 Conc Format","cb99 Conc Format","cb101 Conc Format","cb105 Conc Format","cb110 Conc Format","cb118 Conc Format","cb128 Conc Format","cb138 Conc Format","cb149 Conc Format","cb151 Conc Format","cb153 Conc Format","cb156 Conc Format","cb158 Conc Format","cb170 Conc Format","cb171 Conc Format","cb177 Conc Format","cb180 Conc Format","cb183 Conc Format","cb187 Conc Format","cb191 Conc Format","cb194 Conc Format","cb195 Conc Format","cb199 Conc Format","cb205 Conc Format","cb206 Conc Format","cb208 Conc Format","cb209 Conc Format","opDDD Conc Format","opdde Conc Format","opDDT Conc Format","ppDDD Conc Format","ppDDE Conc Format","ppDDT Conc Format","Sum CHLDs Conc Format","Sum DDTs Conc Format","Sum HCHs Conc Format","Sum40CBs Conc Format","Total PCBs Conc Format","BDE28 conc format","BDE47 conc format","BDE49 conc format","BDE66 conc format","BDE85 conc format","BDE99 conc format","BDE100 conc format","Br5DE04 conc format","Br5DE05 conc format","BDE153 conc format","BDE154 conc format","Br6DE01 conc format","BDE155 conc format","BDE183 conc format","Br7DE01 conc format","SumBDE conc format","SampleFlag","SampleNote","Task_number","LabStartDate","InstDateCH","NOAA_Set Name","NOAA_SampleNumber","NOAA_Sample Category","NOAA_Sample Type","NOAA_replicate","NOAA_Species Common name","NOAA_Date collected","NOAA_Sample Weight SI","NOAA_Weight % C MS","NOAA_Weight % N MS","NOAA_C_N_RatioMS","NOAA_delta 13C_LipExt","NOAA_delta 15N_LipExt","NOAA_Sample Flag","NOAA_Note","UW_IsoLab ID","UW_Analysis Date","UW_Project","UW_Analysis #","UW_Amount (mg)","UW_Comments","UW_PeakArea N (Vs)","UW_Percent N","UW_Percent N Accuracy","UW_Percent N Precision","UW_Delta N_NotExt","UW_d15N Accuracy","UW_d15N Precision","UW_PeakArea C (Vs)","UW_Percent C","UW_Percent C Accuracy","UW_Percent C Precision","UW_Delta C_NotExt","UW_d13C Accuracy","UW_d13C Precision"
"94","16MA81-TM9854A","119-3942","PS3497","Tissue - muscle",NA,"Blackmouth chinook",2016-03-19,2.132,33.1137031430861,13.3612009276909,103,"2.1","0.42","0.49","< 0.19","0.72","0.5","0.22","< 0.19","0.28999999999999998","< 0.19","0.27","1.1000000000000001","< 0.19","1.4","< 0.19","< 0.19","< 0.19","0.35","0.64","0.55000000000000004","0.2","0.84","1.2","2.2000000000000002","0.64","1","0.53","< 0.19","0.76","2.6","2.5","4.3","0.9","2.9","2","0.74","5.0999999999999996","3.1","1.1000000000000001","6.8","0.23","0.39","0.59","0.26","0.6","1.4","0.7","2.2000000000000002","< 0.19","< 0.19","< 0.19","0.25","< 0.19","< 0.19","< 0.19","< 0.19","0.21","< 0.19","< 0.19","1.3","6.4","0.68","3.1","8.6","0.91","47","61","0.21","5.0999999999999996","0.94","< 0.19","< 0.19","1.2","0.78","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","8.1999999999999993",NA,NA,"PS16BlkChnB",2017-05-11,2017-05-18,"ST3507","130-24907A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-03-19,0.290999999999999,48.2955980799045,14.1312126715725,3.4176541817292,-16.4766603393574,15.8304644783243,NA,NA,345,20170426,"2016 Blackmouth",86313,0.461,NA,109.612,9.1552,-0.23631,0.15834,16.0302,-0.096809,0.068339,127.937,59.77,-0.15142,0.76321,-19.0481,0.011031,0.0231
"115","16MA82-TM9861A","119-3943","PS3497","Tissue - muscle",NA,"Blackmouth chinook",2016-03-19,2.19,33.2041809335015,13.6926556412885,105,"2.2999999999999998","0.37","0.44","< 0.13","0.82","0.63","0.18","< 0.13","0.32","< 0.13","0.42","1.3","< 0.13","1.7","< 0.13","< 0.13","< 0.13","0.42","0.87","0.75","0.26","1.3","1.6","3.2","1.1000000000000001","1.5","0.75","0.35","1.1000000000000001","4.0999999999999996","3.7","6.2","1.2","4.3","2.9","1.1000000000000001","7.2","5.2","1.6","9.6","0.34","0.57999999999999996","0.82","0.37","0.84","2","0.91","2.8","< 0.13","0.22","< 0.13","0.32","< 0.13","< 0.13","< 0.13","< 0.13","0.2","< 0.13","< 0.13","1.7","7.6","0.76","3.7","10","0.81","70","87","0.36","7.1","1.4","0.2","< 0.13","2.2000000000000002","1.1000000000000001","< 0.13","< 0.13","< 0.13","0.14000000000000001","< 0.13","< 0.13","< 0.13","< 0.13","12",NA,NA,"PS16BlkChnB",2017-05-11,2017-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,20170503,"2016 Blackmouth",86351,0.559,NA,129.332,9.2102,-0.37133,0.70807,15.8299,-0.050682,0.19503,155.247,60.1683,-0.58982,2.698,-19.077,0.05239,0.085674
"123","16MA9-TM4427A","119-3944","PS3497","Tissue - muscle",NA,"Blackmouth chinook",2016-11-05,2.067,29.5646227490312,9.12803647671058,102,"1.3","0.35","0.43","< 0.20","0.35","0.28000000000000003","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","0.66","< 0.20","0.52","< 0.20","< 0.20","< 0.20","0.25","0.37","0.36","< 0.20","0.38","0.46","0.83","0.4","0.56000000000000005","0.28999999999999998","< 0.20","0.43","1.2","1.4","2.2999999999999998","0.56000000000000005","1.6","1.3","0.49","3.3","2.1","0.66","4.3","< 0.20","0.24","0.48","< 0.20","0.4","1","0.42","1.3","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","0.6","4.8","0.21","1.3","5.7","0.78","27","36","< 0.20","2.9","0.49","< 0.20","< 0.20","0.94","0.59","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","4.9000000000000004",NA,NA,"PS16BlkChnB",2017-05-11,2017-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373,20170503,"2016 Blackmouth",86361,0.498,NA,135.254,10.7904,-0.37133,0.70807,15.3991,-0.050682,0.19503,130.176,57.03,-0.58982,2.698,-18.7055,0.05239,0.085674
"127","16MA9-TM4433A","119-3945","PS3497","Tissue - muscle","original","Blackmouth chinook",2016-11-05,2.144,40.4185577407967,21.6723886136926,100,"1.8","0.85","1","< 0.22","0.55000000000000004","0.44","< 0.22","< 0.22","0.28999999999999998","< 0.22","< 0.22","0.95","< 0.22","1.1000000000000001","< 0.22","< 0.22","< 0.22","0.42","0.57999999999999996","0.51","0.25","0.75","0.99","1.8","0.7","1","0.48","< 0.22","0.82","2.4","2.4","4.0999999999999996","0.91","2.7","2.1","0.8","5.6","3.7","1.2","7.3","0.25","0.44","0.72","0.28000000000000003","0.67","1.7","0.72","2.2000000000000002","< 0.22","0.23","< 0.22","0.33","< 0.22","< 0.22","< 0.22","< 0.22","0.24","< 0.22","< 0.22","0.97","6.3","0.34","2.2000000000000002","7.8","1.9","49","63","< 0.22","4.5","0.79","< 0.22","< 0.22","1.6","0.89","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","7.8",NA,NA,"PS16BlkChnB",2017-05-11,2017-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377,20170503,"2016 Blackmouth",86365,0.677,NA,130.924,7.6943,-0.37133,0.70807,15.65,-0.050682,0.19503,192.508,61.1694,-0.58982,2.698,-20.1298,0.05239,0.085674
"129","16MA9-TM4433A","119-3946","PS3497","Tissue - muscle","duplicate","Blackmouth chinook",2016-11-05,2.081,40.1563677467972,21.3086592532478,105,"1.7","0.82","0.97","< 0.15","0.52","0.42","< 0.15","< 0.15","0.28000000000000003","< 0.15","0.35","0.91","< 0.15","1.1000000000000001","< 0.15","< 0.15","< 0.15","0.41","0.61","0.56000000000000005","0.26","0.74","0.94","1.7","0.69","0.99","0.47","0.19","0.82","2.4","2.4","4","0.94","2.9","2.1","0.87","5.5","3.6","1.1000000000000001","7.2","0.3","0.42","0.67","0.3","0.71","1.7","0.79","2.4","< 0.16","0.23","< 0.16","0.34","< 0.16","< 0.15","< 0.16","< 0.15","0.25","< 0.16","< 0.15","0.96","6.2","0.33","2.5","7.7","1.8","49","62","< 0.15","4.5999999999999996","0.88","< 0.16","< 0.15","1.6","0.86","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.16","< 0.16","< 0.16","8",NA,NA,"PS16BlkChnB",2017-05-11,2017-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377,20170503,"2016 Blackmouth",86365,0.677,NA,130.924,7.6943,-0.37133,0.70807,15.65,-0.050682,0.19503,192.508,61.1694,-0.58982,2.698,-20.1298,0.05239,0.085674
"128","16MA9-TM4433A","119-3947","PS3497","Tissue - muscle","triplicate","Blackmouth chinook",2016-11-05,2.176,40.5784970238095,20.1867918329734,101,"1.7","0.78","0.88","< 0.17","0.48","0.35","< 0.17","< 0.17","0.26","< 0.17","0.22","0.82","< 0.17","0.96","< 0.17","< 0.17","< 0.17","0.38","0.56999999999999995","0.5","0.23","0.68","0.89","1.6","0.65","0.89","0.42","0.18","0.68","2.2000000000000002","2.1","3.6","0.82","2.4","1.8","0.7","4.9000000000000004","3.3","1","6.5","0.23","0.38","0.61","0.25","0.63","1.5","0.63","2","< 0.17","0.21","< 0.17","0.34","< 0.17","< 0.17","< 0.17","< 0.17","0.2","< 0.17","< 0.17","0.85","5.5","0.28999999999999998","2.1","6.8","1.7","44","56","< 0.17","4","0.73","< 0.17","< 0.17","1.4","0.78","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","7",NA,NA,"PS16BlkChnB",2017-05-11,2017-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377,20170503,"2016 Blackmouth",86365,0.677,NA,130.924,7.6943,-0.37133,0.70807,15.65,-0.050682,0.19503,192.508,61.1694,-0.58982,2.698,-20.1298,0.05239,0.085674
"162",NA,"119-3948","PS3497","SRM 1947",NA,NA,NA,0.985,26.4352306182531,9.73389268783823,107,"6.2","1","< 0.39","< 0.39","42","64","11","< 0.39","13","9.3000000000000007","22","120","< 0.39","68","4.5999999999999996","< 0.39","0.64","2.7","13","10","0.74","20","26","35","67","55","31","3","27","34","76","91","61","93","100","40","210","72","19","230","15","16","36","11","24","83","27","70","1.5","14","4.2","20","0.86","6.6","3","2.2999999999999998","4","3.7","18","36","740","56","280","850","1","1700","2100","2.8","77","6","2.5","< 0.39","21","19","< 0.39","< 0.39","4.3","6.7","< 0.39","0.57999999999999996","< 0.40","< 0.40","140",NA,NA,"PS16BlkChnB",2017-05-11,2017-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",NA,"119-3949","PS3497","Method Blank",NA,NA,NA,2.1285,NA,0,101,"< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.20","< 0.19","< 0.19","< 0.19","< 0.19","< 0.20","< 0.20","< 0.19","< 0.19","< 0.19","< 0.19","< 0.20","< 0.19","< 0.20","< 0.20","< 0.20","< 0.19","< 0.19","< 0.20","< 0.20","< 0.19","< 0.19","< 0.20","< 0.19","< 0.19","< 0.20","< 0.20","< 0.20","< 0.19","< 0.19","< 0.19","< 0.20","< 0.20","< 0.20","< 0.20","< 0.19","< 0.19","< 0.20","< 0.19","< 0.19","< 0.20","< 0.19","< 0.19","< 0.19","< 0.20","< LOQ","< LOQ","< LOQ","< LOQ","< LOQ","< 0.19","< 0.20","< 0.19","< 0.20","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< LOQ",NA,NA,"PS16BlkChnB",2017-05-11,2017-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","16MA9-TM9814A","119-3952","PS3498","Tissue - muscle",NA,"Blackmouth chinook",2016-02-20,2.195,28.0483996877439,8.01122433552668,102,"2.1","0.34","0.48","< 0.19","0.46","0.39","< 0.19","< 0.19","0.23","< 0.19","0.32","1","< 0.19","0.62","< 0.19","< 0.19","< 0.19","0.22","0.32","0.36","< 0.19","0.3","0.28999999999999998","0.66","0.31","0.45","0.23","< 0.19","0.23","0.7","0.82","1.3","0.38","0.92","0.87","0.27","1.9","1.1000000000000001","0.34","2.2999999999999998","< 0.19","< 0.19","0.2","< 0.19","0.2","0.5","0.21","0.7","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","0.89","4.9000000000000004","0.19","2.4","6","0.82","16","21","< 0.19","1.6","0.34","< 0.19","< 0.19","0.38","0.28000000000000003","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","2.6",NA,NA,"PS16BlkChnB",2017-05-17,2017-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,20170507,"2016 Blackmouth",86486,0.525,NA,151.893,11.1847,-0.0054384,0.14064,16.1292,-0.08847,0.057227,146.878,58.9958,0.4081,0.52474,-18.8886,-0.0013715,0.05281
"141","16MA9-TM9816A","119-3953","PS3498","Tissue - muscle",NA,"Blackmouth chinook",2016-02-20,2.038,30.9049011787645,10.8135927239685,100,"2.1","0.42","0.62","< 0.23","0.57999999999999996","0.45","< 0.23","< 0.23","0.27","< 0.23","0.35","1.1000000000000001","< 0.23","0.79","< 0.23","< 0.23","< 0.23","0.3","0.48","0.53","< 0.23","0.53","0.59","1.2","0.56000000000000005","0.76","0.4","< 0.23","0.43","1.5","1.8","2.7","0.69","1.9","1.8","0.68","4","2.4","0.76","4.9000000000000004","< 0.23","0.28999999999999998","0.49","< 0.23","0.51","1.2","0.56999999999999995","1.9","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","1.2","7.9","0.38","2.8","9.5","1","34","45","< 0.23","3.8","0.82","< 0.23","< 0.23","0.96","0.75","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","6.3",NA,NA,"PS16BlkChnB",2017-05-17,2017-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,20170507,"2016 Blackmouth",86488,0.595,NA,157.014,10.1905,-0.0054384,0.14064,16.2855,-0.08847,0.057227,162.566,57.4915,0.4081,0.52474,-18.4917,-0.0013715,0.05281
"145","16MA9-TM9843A","119-3954","PS3498","Tissue - muscle",NA,"Blackmouth chinook",2016-03-19,2.206,36.3112664085371,15.8861828444418,99,"2.2000000000000002","0.63","0.78","< 0.22","0.86","0.65","0.28999999999999998","< 0.22","0.38","< 0.22","0.34","1.4","< 0.22","1.5","< 0.22","< 0.22","< 0.22","0.37","0.77","0.81","< 0.22","1","1.5","2.7","0.75","1.4","0.71","< 0.22","0.9","3","3.5","5.6","1.3","3.4","3.4","0.99","7.3","3.9","1.5","9.9","0.37","0.62","0.99","0.4","0.87","2.2999999999999998","1","3","< 0.22","0.25","< 0.22","0.26","< 0.22","< 0.22","< 0.22","< 0.22","0.41","< 0.22","< 0.22","1.6","7","0.72","3.9","9.8000000000000007","1.4","65","85","0.33","7.1","1.5","< 0.22","< 0.22","1.3","1.4","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","12",NA,NA,"PS16BlkChnB",2017-05-17,2017-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392,20170507,"2016 Blackmouth",86492,0.591,NA,118.326,7.8131,-0.0054384,0.14064,16.404,-0.08847,0.057227,169.847,60.4208,0.4081,0.52474,-19.6944,-0.0013715,0.05281
"8","16MA10-TM9872A","119-3955","PS3498","Tissue - muscle",NA,"Blackmouth chinook",2016-10-12,2.026,28.9711280881039,7.56367015802028,102,"0.74","0.3","0.35","< 0.17","0.22","0.19","< 0.17","< 0.17","< 0.18","< 0.17","< 0.17","0.44","< 0.17","0.36","< 0.17","< 0.17","< 0.17","0.21","0.28999999999999998","0.34","< 0.17","0.28999999999999998","0.31","0.55000000000000004","0.26","0.37","0.19","< 0.17","0.22","0.66","0.78","1.2","0.33","0.82","0.87","0.28999999999999998","1.9","1.1000000000000001","0.34","2.2999999999999998","< 0.17","< 0.17","0.21","< 0.18","0.22","0.56000000000000005","0.25","0.74","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.17","< 0.18","< 0.17","< 0.17","< 0.18","< 0.17","0.41","3.6","< 0.18","0.84","4","0.65","16","21","< 0.17","2.1","0.23","< 0.18","< 0.17","0.4","0.39","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","3.1",NA,NA,"PS16BlkChnB",2017-05-17,2017-05-25,"ST3507","130-24920A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-10-12,0.279,46.3774918062623,14.2462209992549,3.25542414431783,-16.3404415514135,15.3973787765267,NA,NA,262,20170507,"2016 Blackmouth",86502,0.543,NA,146.231,10.4242,-0.0054384,0.14064,15.5108,-0.08847,0.057227,138.384,53.8147,0.4081,0.52474,-18.9107,-0.0013715,0.05281
"15","16MA10-TM9879A","119-3956","PS3498","Tissue - muscle",NA,"Blackmouth chinook",2016-10-12,2.241,32.1795989537925,12.9207331694222,105,"1.1000000000000001","0.51","0.63","< 0.17","0.45","0.53","< 0.17","< 0.17","0.19","< 0.17","0.3","1.1000000000000001","< 0.17","0.67","< 0.17","< 0.17","< 0.17","0.28999999999999998","0.59","0.62","0.2","0.86","1.1000000000000001","2.1","0.91","1.2","0.64","0.26","0.87","3.1","3.8","5.8","1.4","3.8","3.5","1.3","8","5.3","1.7","11","0.4","0.68","1","0.41","0.97","2.4","1.1000000000000001","3.3","< 0.17","0.3","< 0.17","0.38","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","1.1000000000000001","7.3","0.46","2.6","8.9","1.1000000000000001","69","88","0.25","6.8","1.4","0.21","< 0.17","2.1","1.4","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","12",NA,NA,"PS16BlkChnB",2017-05-17,2017-05-25,"ST3507","130-24923A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-10-12,0.208999999999999,46.791762499638,13.8581277373626,3.37648514910738,-15.5907551723752,16.2695375400547,NA,NA,269,20170507,"2016 Blackmouth",86512,0.478,NA,106.259,8.7168,-0.0054384,0.14064,16.2339,-0.08847,0.057227,126.598,56.0487,0.4081,0.52474,-18.9087,-0.0013715,0.05281
"17","16MA10-TM9881A","119-3957","PS3498","Tissue - muscle",NA,"Blackmouth chinook",2016-11-04,2.109,37.9063667435021,20.0276002052057,109,"1.7","0.82","0.99","< 0.12","0.88","0.76","0.25","< 0.12","0.28999999999999998","< 0.12","0.42","1.6","< 0.12","1.3","< 0.12","< 0.12","0.16","0.5","0.99","0.9","0.31","1.5","2.1","3.7","1.5","1.9","1","0.53","1.6","5.6","5.7","9.4","2.2999999999999998","6.4","5","2.1","13","9.5","2.9","17","0.78","1.2","2.2000000000000002","0.84","2","4.7","2","5.9","< 0.13","0.71","0.19","1","< 0.12","0.33","0.13","0.14000000000000001","0.33","< 0.13","< 0.12","1.8","8.5","0.52","4.2","11","1.8","120","150","0.33","8.6","2.2000000000000002","0.27","< 0.12","2.7","1.7","< 0.12","< 0.12","0.17","0.27","< 0.12","< 0.12","< 0.12","< 0.12","16",NA,NA,"PS16BlkChnB",2017-05-17,2017-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,20170507,"2016 Blackmouth",86517,0.436,NA,98.805,8.9176,-0.0054384,0.14064,16.1751,-0.08847,0.057227,119.856,58.2595,0.4081,0.52474,-18.9289,-0.0013715,0.05281
"18","16MA10-TM9882A","119-3958","PS3498","Tissue - muscle",NA,"Blackmouth chinook",2016-11-04,2.148,24.7791205443282,4.0000380197564,103,"0.68","< 0.15","0.19","< 0.16","0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","0.28999999999999998","< 0.16","0.25","< 0.16","< 0.16","< 0.16","0.17","0.2","0.22","< 0.16","0.17","0.19","0.32","< 0.16","0.23","< 0.16","< 0.16","< 0.16","0.35","0.44","0.73","0.2","0.51","0.49","< 0.16","1.1000000000000001","0.63","0.19","1.3","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","0.33","< 0.16","0.42","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","0.28000000000000003","1.9","< 0.16","0.45","2.2000000000000002","0.19","8.1999999999999993","12","< 0.16","0.92","< 0.16","< 0.16","< 0.16","0.28999999999999998","0.21","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","1.4",NA,NA,"PS16BlkChnB",2017-05-17,2017-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,20170507,"2016 Blackmouth",86518,0.518,NA,160.831,11.9806,-0.0054384,0.14064,15.3098,-0.08847,0.057227,125.613,51.3285,0.4081,0.52474,-18.8251,-0.0013715,0.05281
"19","16MA10-TM9883A","119-3959","PS3498","Tissue - muscle",NA,"Blackmouth chinook",2016-11-04,2.102,37.6319692871477,20.3093862037243,103,"1.6","0.86","1","< 0.16","0.64","0.65","< 0.16","< 0.16","0.28000000000000003","< 0.16","0.34","1.4","< 0.16","1","< 0.16","< 0.16","< 0.16","0.39","0.74","0.71","0.26","1.1000000000000001","1.4","2.7","1.1000000000000001","1.5","0.78","0.34","1.1000000000000001","3.8","4.3","6.8","1.7","4.5","3.9","1.6","9.1","6.2","2","12","0.51","0.76","1.3","0.5","1.3","3","1.4","4.4000000000000004","< 0.16","0.37","< 0.16","0.55000000000000004","< 0.16","0.21","< 0.16","< 0.16","0.21","< 0.16","< 0.16","1.5","8.1999999999999993","0.54","3.3","10","1.9","82","110","0.28000000000000003","8","1.5","0.24","< 0.16","2.5","1.6","< 0.16","< 0.16","< 0.16","0.21","< 0.16","< 0.16","< 0.16","< 0.16","14",NA,NA,"PS16BlkChnB",2017-05-17,2017-05-25,"ST3507","130-24925A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-11-04,0.244999999999999,47.6841189596659,14.2746496144224,3.34047561570183,-15.4661294727671,16.4002615652517,NA,NA,273,20170507,"2016 Blackmouth",86519,0.534,NA,90.594,6.7064,-0.0054384,0.14064,16.1829,-0.08847,0.057227,150.415,59.3671,0.4081,0.52474,-19.8787,-0.0013715,0.05281
"40","16MA12-TM9821A","119-3960","PS3498","Tissue - muscle",NA,"Blackmouth chinook",2016-03-05,2.101,24.1052961454089,2.746988660401,106,"0.65","< 0.15","< 0.15","< 0.15","0.21","0.21","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","0.51","< 0.15","0.16","< 0.15","< 0.15","< 0.15","0.18","0.34","0.37","< 0.15","0.36","0.39","0.75","0.32","0.46","0.23","< 0.15","0.25","0.89","1.1000000000000001","1.7","0.44","1.1000000000000001","1.1000000000000001","0.36","2.5","1.4","0.44","3.2","< 0.15","0.17","0.31","< 0.15","0.3","0.74","0.32","1.1000000000000001","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","0.46","2.7","< 0.15","0.93","3.2","< LOQ","21","28","< 0.15","1.8","0.37","< 0.15","< 0.15","0.47","0.38","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","3",NA,NA,"PS16BlkChnB",2017-05-17,2017-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,20170417,"2016 Blackmouth",86162,0.658,NA,224.095,14.2547,0.15292,0.47969,16.1554,-0.10138,0.068495,159.182,55.3451,0.90974,2.0745,-18.9732,0.023428,0.0425
"41","16MA12-TM9822A","119-3961","PS3498","Tissue - muscle",NA,"Blackmouth chinook",2016-03-05,2.198,25.7336726039016,5.16348741379233,108,"1.1000000000000001","0.18","0.24","< 0.13","0.46","0.43","< 0.13","< 0.13","< 0.13","< 0.13","0.21","0.95","< 0.13","0.51","< 0.13","< 0.13","< 0.13","0.22","0.46","0.46","0.15","0.52","0.62","1.3","0.54","0.74","0.41","0.14000000000000001","0.5","1.7","2.2999999999999998","3.3","0.85","2.1","2.1","0.75","4.9000000000000004","3","0.94","6.6","0.26","0.37","0.68","0.25","0.64","1.6","0.67","2.2000000000000002","< 0.13","0.23","< 0.13","0.4","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","0.81","5.7","0.21","2","6.7","0.43","42","55","0.13","3.6","0.83","< 0.13","< 0.13","0.85","0.81","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","6.2",NA,NA,"PS16BlkChnB",2017-05-17,2017-05-25,"ST3507","130-24926A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-03-05,0.242999999999999,46.2490051073903,14.350949739116,3.22271389337601,-17.1838387278316,16.0849272754635,NA,NA,295,20170417,"2016 Blackmouth",86163,0.602,NA,184.497,12.7947,0.15292,0.47969,16.2328,-0.10138,0.068495,153.213,58.1926,0.90974,2.0745,-19.0656,0.023428,0.0425
